Filmtitel,Szenen-ID,Szenenbeschreibung,Drehort,Drehortbeschreibung,Breitengrad (Drehort),Längengrad (Drehort),Szenenort,Breitengrad (Szenenort),Längengrad (Szenenort),Zeit im Film (sek),Zeit (chronologisch),Figuren,Links,Quelle,Anmerkung
Avengers,A1-65,Thor schafft es in letzter Sekunde aus der fallenden Zelle auszubrechen und landet auf einem Feld.,"West Scheid Road, Sandusky, OH 44870, Vereinigte Staaten",Feld,41.35909824508056,-82.64215229837937,Feld,null,null,01:25:35,2012,Thor,https://mculocationscout.com/2020/07/26/crash-landing-unnamed-field-mcu-location-scout/,MCU: Location Scout,Keine Anhaltspunkte für eine Lokalisierung des Szenenortes
Avengers,A1-66,"Phillip Coulson schafft es noch Loki mit der Prototyp-Waffe die er aus dem Waffenarsenal des S.H.I.E.L.D.-Carrier geholt hat, abzuschießen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,S.H.I.E.L.D.-Carrier,null,null,01:26:00,2012,Loki / Phillip Coulson,null,null,null
Avengers,A1-67,Währrend Nick Fury den Notstand auf dem S.H.I.E.L.D.-Carrier ausrufen lässt schaffen es Iron Man und Captain America die Turbine wieder ans laufen zu bringen. Loki schafft es zu fliehen.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,S.H.I.E.L.D.-Carrier,null,null,01:26:35,2012,Tony Stark als Iron Man / Steve Rogers als Captain America / Nick Fury / Loki,null,null,null
Avengers,A1-68,Phillip Coulson wird für tot erklärt. Nick Fury hält immernoch an der Avengers Initiative fest.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,S.H.I.E.L.D.-Carrier,null,null,01:28:00,2012,Nick Fury / Phillip Coulson / Maria Hill / Natascha Romanov als Black Widow / Tony Stark als Iron Man / Steve Rogers als Captain America,null,null,null
Avengers,A1-69,Thor sucht in dem Feld in dem er abgestürzt ist nach seinem Hammer.,"West Scheid Road, Sandusky, OH 44870, Vereinigte Staaten",Feld,41.35909824508056,-82.64215229837937,Feld,null,null,01:31:06,2012,Thor,https://mculocationscout.com/2020/07/26/crash-landing-unnamed-field-mcu-location-scout/,MCU: Location Scout,Keine Anhaltspunkte für eine Lokalisierung des Szenenortes
Avengers,A1-70,Bruce Banner kommt in einem verlassenen Warenhaus in New York zu sich.,"722 3rd St SW, Albuquerque, NM 87102, Vereinigte Staaten",Albuquerque Rail Yards,35.662009,-105.965375,Verlassenes Warenhaus in New York,40.71268003026101,-74.00538431493092,01:31:28,2012,Bruce Banner,https://mculocationscout.com/2020/07/26/india-slum-and-abandoned-warehouse-mcu-location-scout/,MCU: Location Scout,null
,A1-71,Natascha Romanov ist bei Clint Barton als dieser aus der Gehirnwäsche von Loki wieder zu sich kommt.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,S.H.I.E.L.D.-Carrier,null,null,01:32:31,2012,Natascha Romanov / Clint Barton,null,null,null
Avengers,A1-72,"In einem Gespräch mit Steve Rogers hat Tony Stark eine Idee, was Loki's nächster Schritt sein könnte.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,S.H.I.E.L.D.-Carrier,null,null,01:35:10,2012,Tony Stark / Steve Rogers,null,null,null
Avengers,A1-73,Erik Selvig baut ein Gerät auf dem Dach des Stark Tower auf.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Dach des Stark Turm,40.75344630782818,-73.9766453444253,01:36:48,2012,Erik Selvig,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-74,"Steve Rogers sagt Natascha Romanov und Clint Barton, dass sie aufbrechen müssen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,S.H.I.E.L.D.-Carrier,null,null,01:36:57,2012,Steve Rogers / Natascha Romanov / Clint Barton,null,null,null
Avengers,A1-75,"Die Avengers rüsten sich aus und machen sich für ihren Einsatz bereit. Captain America, Black Widow und Hawkeye nehmen einen S.H.I.E.L.D.-Flieger.",null,null,null,null,null,null,null,01:37:14,2012,Thor / Tony Stark / Steve Rogers als Captain America / Natascha Romanov als Black Widow / Clint Barton als Hawkeye,null,null,Ein Zusammenschnitt aus mehreren Szenen ohne bemerkbaren primären Szenenort
Avengers,A1-76,"Nick Fury bekommt mit, dass die Avengers den Standort von Loki erfahren haben und befiehlt eine Widerherstellung der Kommunikationssysteme.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,01:37:46,2012,Nick Fury / Maria Hill,null,null,null
Avengers,A1-77,"Iron Man fliegt zum Stark Tower und sieht wie Erik Selvig auf dem Dach eine Maschine aufbaut, die den Tesseract enthält. Sein Versuch ihn davon abzuhalten misslingt.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Dach des Stark Turm,40.75344630782818,-73.9766453444253,01:38:20,2012,Tony Stark als Iron Man / Erik Selvig,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-78,Loki befindet sich im Stark Tower. Tony Stark versucht ihn abzulenken bis seine neuste Version des Iron Man Anzugs einsatzbereit ist.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,01:39:09,2012,Tony Stark / Loki,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-79,Das Portal über New York öffnet sich und die Chitari greifen die Stadt an. Iron Man versucht sie so gut wie er kann aufzuhalten.,null,null,null,null,Portal,40.75344365883680,-73.97676730189320,01:42:15,2012,Tony Stark als Iron Man,null,null,Keine Anhaltspunkte für eine Lokalisierung des Drehortes
Avengers,A1-80,Die Chitari greifen New York an. Auf der Park Avenue explodieren Autos und die Menschen fliehen.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:43:01,2012,null,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-81,"Thor kommt am Stark Tower an und versucht Loki davon zu überzeugen das Portal wieder zu schließen. Loki sagt, dass das Portal nicht geschlossen werden kann und dass Krieg herrscht, woraufhin die beiden anfangen zu kämpfen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,01:43:36,2012,Loki / Thor,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-82,Zivilisten fliehen auf den bereits zerstörten Straßen und die Polizei kommt.,"E 9th St & Euclid Ave, Cleveland, OH 44115, Vereinigte Staaten","E 9th St & Euclid Ave, Cleveland",41.500276979710726,-81.6867579718144,"E 42nd St, New York",40.752525215147934,-73.97859910032318,01:44:14,2012,null,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-83,"Black Widow, Hawkeye und Steve Rogers fliegen New York an und sprechen ihre Taktik mit Iron Man ab.","Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:44:23,2012,Natasha Romanov als Black Widow / Tony Stark als Iron Man,null,null,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-84A,Iron Man lockt die Chitari in eine Falle. Zur gleichen Zeit kämpfen Loki und Thor auf dem Stark Tower.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,01:44:30,2012,Tony Stark als Iron Man / Thor / Loki,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-84B,Iron Man lockt die Chitari von den Flieger den Black Widow lenkt.,"E 42nd St, New York, NY, Vereinigte Staaten","E 42nd St, New York",40.752525215147934,-73.97859910032318,"E 42nd St, New York",40.752525215147934,-73.97859910032318,01:44:35,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-84C,"Iron Man fliegt von dem Flieger von Black Widow, dass diese eine freie Schussbahn auf seine Verfolger hat.","Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:44:39,2012,Tony Stark als Iron Man / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-84D,Black Widow und Hawkeye sehen Thor gegen Loki kämpfen und wollen helfen. Loki vereitelt die Hilfe in dem er den Flieger zuerst trifft und dieser abstürzt.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,01:44:51,2012,Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Thor / Loki / Steve Rogers als Captain America,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-84E,Der getroffene Flieger von Black Widow stürzt auf einen Platz in New York ab.,"101 Park Ave, New York, NY, Vereinigte Staaten","101 Park Ave, New York",40.75085306227119,-73.97818385448622,"101 Park Ave, New York",40.75085306227119,-73.97818385448622,01:45:20,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-85,"Captain America, Black Widow und Hawkeye schauen zum Portal im Himmel.","Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:45:48,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-86,Der erste Leviathan und weitere Chitari verlassen das Portal.,null,null,null,null,Portal,40.75344365883680,-73.97676730189320,01:45:56,2012,null,,,Keine Anhaltspunkte für eine Lokalisierung des Drehortes
Avengers,A1-87,Der erste Leviathan fliegt die Park Avenue entlang und setzt überall Chitari-Krieger ab.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:46:13,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-88,"Iron Man und Captain America besprechen sich wegen des neuen Gegners, dem Leviathan.","5th Ave & W 39th St, New York, NY, Vereinigte Staaten",5th Ave & W 39th St,40.75158629870817,-73.98228686454421,5th Ave & W 39th St,40.75158629870817,-73.98228686454421,01:46:40,2012,Tony Stark als Iron Man / Steve Rogers als Captain America,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-89,Der Kampf zwischen Thor und Loki endet mit der Flucht von Loki.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,01:46:52,2012,Thor / Loki,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-90,Captain America sieht Loki auf einem der Chitari-Fahrzeuge.,"E 9th St & Euclid Ave, Cleveland, OH 44115, Vereinigte Staaten","E 9th St & Euclid Ave, Cleveland",41.500276979710726,-81.6867579718144,"E 42nd St, New York",40.752525215147934,-73.97859910032318,01:47:41,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Loki,null,null,null
Avengers,A1-91,"Captain America verfolgt Loki, während Black Widow und Hawkeye Zivilisten in Not helfen.","Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:48:00,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-92,"Captain America gibt der Polizei Anweisungen, wie diese optimal helfen können.","E 9th St & Euclid Ave, Cleveland, OH 44115, Vereinigte Staaten","E 9th St & Euclid Ave, Cleveland",41.500276979710726,-81.6867579718144,"E 42nd St, New York",40.752525215147934,-73.97859910032318,01:48:49,2012,Steve Rogers als Captain America,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-93,Tony Stark lenkt die Aufmerksamkeit des ersten Leviathan auf sich.,"3 Park Ave, New York, NY, Vereinigte Staaten","3 Park Ave, New York",40.74670091490156,-73.9815775809932,"3 Park Ave, New York",40.74670091490156,-73.9815775809932,01:49:47,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-94,Alle Avengers sprechen sich ab um gegen Loki vorzugehen.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:50:03,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Thor / Tony Stark als Iron Man / Bruce Banner,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-95,Iron Man lockt den ersten Leviathan zu der versammelten Gruppe. Bruce Banner verwandelt sich zu Hulk und töten zusammen mit Iron man den Leviathan.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:51:14,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Thor / Tony Stark als Iron Man / Bruce Banner als Hulk,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-96,Der zweite und der dritte Leviathan verlassen das Portal.,null,null,null,null,Portal,40.75344365883680,-73.97676730189320,01:52:24,2012,Loki,null,null,Keine Anhaltspunkte für eine Lokalisierung des Drehortes
Avengers,A1-97,"Captain America gibt den Avengers Anweisungen, wie sie weiter vorgehen.","Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:52:31,2012,Steve Rogers als Captain America / Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Thor / Tony Stark als Iron Man / Bruce Banner als Hulk,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-98,"Thor nutzt das Chrysler Building, um von dort mit Blitzen auf das Portal zu schießen. Dies hält die Chitari davon ab weiter Truppen durch das Portal zu schicken.","405 Lexington Ave, New York, NY, Vereinigte Staaten",Chrysler Building,40.75160664535923,-73.97538719768085,Chrysler Bulding,40.75160664535923,-73.97538719768085,01:53:25,2012,Thor,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-99,Der Sicherheitsrat baut den Kontakt zu Nick Fury auf.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,01:53:59,2012,Nick Fury / Maria Hill,null,null,null
Avengers,A1-100,Hawkeye gibt Iron Man einen Tipp wie er seine Verfolger abschütteln kann.,"120 Park Ave, New York, NY, Vereinigte Staaten","120 Park Ave, New York",40.75180005421264,-73.97833311715434,"120 Park Ave, New York",40.75180005421264,-73.97833311715434,01:54:10,2012,Clint Barton als Hawkeye / Tony Stark als Iron Man,null,null,null
Avengers,A1-101A,Chitari verfolgen Iron Man.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.752928145428584,-73.97637899939696,01:54:34,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-101B,Iron Man fliegt durch einen engen Tunnel.,"Park Eve & E 46th St, New York, NY, Vereinigte Staaten","Park Eve & E 46th St, New York",40.75466238914158,-73.9756977217193,"Park Eve & E 46th St, New York",40.75466238914158,-73.9756977217193,01:54:41,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-101C,"Iron Man wird die Chitari los und bekommt von Hawkeye gesagt, dass Thor hilfe braucht.","E 45th St, New York, NY, Vereinigte Staaten","E 45th St, New York",40.754162302688684,-73.97651053527477,"E 45th St, New York",40.754162302688684,-73.97651053527477,01:54:52,2012,Tony Stark als Iron Man / Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-102,Hulk greift den zweiten Leviathan an.,"90 Park Ave, New York, NY, Vereinigte Staaten","90 Park Ave, New York",40.7506368059448,-73.97878052769416,"90 Park Ave, New York",40.7506368059448,-73.97878052769416,01:55:02,2012,Bruce Banner als Hulk,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-103,"Black Widow hat eine Idee, wie sie das Portal schließen kann und springt auf ein Chitari-Fahrzeug um auf den Stark Tower zu kommen.","Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.751591233150805,-73.97807219522855,01:55:25,2012,Natasha Romanov als Black Widow / Steve Rogers als Captain America,null,null,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-104A,Black Widow kapert ein Chitari-Fahrzeug.,"E 41th St, New York, NY, Vereinigte Staaten","E 41th St, New York",40.751094526881786,-73.97727657757702,"E 41th St, New York",40.751094526881786,-73.97727657757702,01:56:09,2012,Natasha Romanov als Black Widow,null,null,null
Avengers,A1-104B,Iron Man schießt die Verfolger von Black Widow ab und fliegt weiter um jemand anderem zu helfen.,"E 40th St, New York, NY, Vereinigte Staaten","E 40th St, New York",40.75046326368509,-73.97777289694167,"E 40th St, New York",40.75046326368509,-73.97777289694167,01:56:36,2012,Tony Stark als Iron Man / Natasha Romanov als Black Widow,null,null,null
Avengers,A1-104C,Iron Man hilft Captain America gegen eine Welle von Chitari zu kämpfen.,"Park Ave Viadukt, New York, NY, Vereinigte Staaten",Park Ave Viadukt,40.752928145428584,-73.97637899939696,Park Ave Viadukt,40.752928145428584,-73.97637899939696,01:56:43,2012,Tony Stark als Iron Man / Steve Rogers als Captain America,https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/,MCU: Location Scout,"Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
Avengers,A1-104D,Hawkeye steht auf einem New Yorker Dach und schießt von dort mit seinem Bogen auf die Chitari.,"120 Park Ave, New York, NY, Vereinigte Staaten","120 Park Ave, New York",40.75180005421264,-73.97833311715434,"120 Park Ave, New York",40.75180005421264,-73.97833311715434,01:56:53,2012,Clint Barton als Hawkeye,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-104E,Ein von Hawkeye getroffenes Chitari-Fahrzeug stürzt ab.,"E 42nd St, New York, NY, Vereinigte Staaten","E 42nd St, New York",40.752582782902046,-73.97877178693102,"E 42nd St, New York",40.752582782902046,-73.97877178693102,01:57:01,2012,null,null,null,null
Avengers,A1-104F,Hulk und Thor kämpfen gegen einige Chitari auf dem Rücken des zweiten Leviathan und töten diesen danach.,"5th Ave, New York, NY, Vereinigte Staaten","5th Ave, New York",40.75415703909664,-73.98041554105366,"5th Ave, New York",40.75415703909664,-73.98041554105366,01:57:04,2012,Bruce Banner als Hulk / Thor,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-104G,Der Leviathan stürzt in das Grand Central Terminal Gebäude.,"E 43rd St & Vanderbilt Ave, New York, NY, Vereinigte Staaten",E 43rd St & Vanderbilt Ave,40.753121716098384,-73.97787457850096,E 43rd St & Vanderbilt Ave,40.753121716098384,-73.97787457850096,01:57:17,2012,null,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-104H,Hulk und Thor stehen auf dem toten zweiten Leviathan und Hulk schlägt Thor.,"89 E 42nd St, New York, NY, Vereinigte Staaten",Grand Central Terminal,40.75288609090050,-73.97720507587360,Grand Central Terminal,40.75288609090050,-73.97720507587360,01:57:19,2012,Bruce Banner als Hulk / Thor,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-105,Erik Selvig wacht auf dem Dach des Stark Towers auf. Er wird nicht mehr von Loki manipuliert.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Dach des Stark Turm,40.75344630782818,-73.9766453444253,01:57:33,2012,Erik Selvig,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-106,Die U.S.-Army kommt in New York an.,"E 9th St, Cleveland, OH, Vereinigte Staaten","E 9th St, Cleveland",41.49960405233552,-81.68618118240437,Grand Central - 42th St,40.752292044281376,-73.97753961079492,01:57:47,2012,null,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-107,"Hawkeye informiert Captain America, dass Hilfe in einer Bank gebraucht wird.",null,null,null,null,null,null,null,01:57:54,2012,Steve Rogers als Captain America / Clint Barton als Hawkeye,null,null,Keine Anhaltspunkte für eine Lokalisierung des Dreh- und Szenenortes
Avengers,A1-108,Captain America rettet die Zivilisten in der Bank vor den Chitari.,"900 Euclid Ave, Cleveland, OH 44115, Vereinigte Staaten",Cleveland Trust Company Building,41.50008898795316,-81.6861197343184,Madison Ave & E42th St,40.753065999342034,-73.97931830997295,01:58:05,2012,Steve Rogers als Captain America,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-109,Der Sicherheitsrat versucht Nick Fury davon zu überzeugen eine Atombombe auf New York abzufeuern.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Brücke des S.H.I.E.L.D.-Carrier,null,null,01:59:00,2012,Nick Fury,null,null,null
Avengers,A1-110,Loki verfolgt Black Widow bis Hawkeye mit einem Explosivpfeil auf ihn schießt.,"E 41th St, New York, NY, Vereinigte Staaten","E 41th St, New York",40.751094526881786,-73.97727657757702,"E 41th St, New York",40.751094526881786,-73.97727657757702,01:59:26,2012,Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Loki,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-111,Black Widow landet auf dem Dach des Stark Towers. Währrend dessen verprügelt Hulk Loki.,"5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Stark Turm,40.75344630782818,-73.9766453444253,01:59:54,2012,Natasha Romanov als Black Widow / Loki / Hulk,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-112,"Erik Selvig erklärt Black Widow, dass das Portal mit dem Zepter von Loki geschlossen werden kann.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico",34.988636299215074,-106.61421979984783,Dach des Stark Turm,40.75344630782818,-73.9766453444253,02:00:36,2012,Natasha Romanov als Black Widow / Erik Selvig,null,null,"Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
Avengers,A1-113A,Thor und Iron Man kämpfen gegen den dritten Leviathan.,"320 Madison Ave, New York, NY, Vereinigte Staaten",The Baxter Building,40.753226774536834,-73.97934915885327,Madison Ave & E42th St,40.753226774536834,-73.97934915885327,02:01:12,2012,Thor / Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
Avengers,A1-113B,Iron Man plant den dritten Leviathan von innen zu töten.,"67 Park Ave, New York, NY, Vereinigte Staaten","67 Park Ave, New York",40.74962008955972,-73.9790134783225,"67 Park Ave, New York",40.74962008955972,-73.9790134783225,01:01:28,2012,Tony Stark als Iron Man,https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/,MCU: Location Scout,null
