Szenen-ID,Szenenbeschreibung,Drehort,Drehortbeschreibung,Breitengrad (Drehort),Längengrad (Drehort),Szenenort,Längengrad (Szenenort),Breitengrad (Szenenort),Zeit im Film (sek),Zeit (chronologisch),Figuren,Links,Quelle,Anmerkung
A3-32,Proxima Midnight kommt daher und greift Wanda an.,"Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",An der St Giles' Cathedral,55.94970323502061,-3.1898979616124827,"Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",55.94970323502061,-3.1898979616124827,00:38:49,,Wanda Maximoff/ Proxima Midnight,https://mculocationscout.com/2020/09/16/st-giles-cathedral-scotland-mcu-location-scout/,MCU Location Scout,"""Wanda fights Proxima Midnight below near the statue of Adam Smith"" - MCU Location Scout"
A3-33,"Corvus Glaive sagt Vision, dass Wanda leben wird, wenn er den Stein abgibt.","St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",An der St Giles' Cathedral,55.94955747048104,-3.1909066950253138,"St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",55.94955747048104,-3.1909066950253138,00:38:55,,Vision/ Corus Glaive,https://www.google.com/maps/d/viewer?mid=1LGydXx6zdu_ZqwjhcmXR1BKf7wo&ll=55.9498168%2C-3.1900408000000136&z=13,Marvel Cinematic Universe: Location Scout,"""The Vision fights Corvus Glaive on and around St. Giles Cathedral"" - MCU Location Scout"
A3-34,Proxima Midnight und Wanda Maximoff kämpfen weiterhin miteinander.,"Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",An der St Giles' Cathedral,55.94970323502061,-3.1898979616124827,"Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",55.94970323502061,-3.1898979616124827,00:39:03,,Wanda Maximoff/ Proxima Midnight,https://mculocationscout.com/2020/09/16/st-giles-cathedral-scotland-mcu-location-scout/,MCU Location Scout,"""Wanda fights Proxima Midnight below near the statue of Adam Smith"" - MCU Location Scout"
A3-35,Vision und Corvus Glaive kämpfen auf der Kirche weiter. Vision schießt aus dem Stein einen Strahl heraus. Glaive wehrt ihn ab mit seinem Speer. ,"St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",Auf dem Dach der St Giles' Cathedral,55.94955747048104,-3.1909066950253138,"St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",55.94955747048104,-3.1909066950253138,00:39:11,,Vision/ Corus Glaive,https://www.google.com/maps/d/viewer?mid=1LGydXx6zdu_ZqwjhcmXR1BKf7wo&ll=55.9498168%2C-3.1900408000000136&z=13,Marvel Cinematic Universe: Location Scout,"""The Vision fights Corvus Glaive on and around St. Giles Cathedral"" - MCU Location Scout"
A3-36,"Der Strahl von Vision zerteilt ein Auto und es explodiert da, wo Wanda Maximoff und Proxima Midnight miteinander kämpfen.","Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",An der St Giles' Cathedral,55.94970323502061,-3.1898979616124827,"Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",55.94970323502061,-3.1898979616124827,00:39:21,,Wanda Maximoff/ Proxima Midnight,https://mculocationscout.com/2020/09/16/st-giles-cathedral-scotland-mcu-location-scout/,MCU Location Scout,"""Wanda fights Proxima Midnight below near the statue of Adam Smith"" - MCU Location Scout"
A3-37,Corvus Glaive reflektiert den Strahl von Vision mit seinem Speer und trifft Vision damit. ,"St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",Auf dem Dach der St Giles' Cathedral,55.94955747048104,-3.1909066950253138,"St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",55.94955747048104,-3.1909066950253138,00:39:23,,Vision/ Corus Glaive,https://www.google.com/maps/d/viewer?mid=1LGydXx6zdu_ZqwjhcmXR1BKf7wo&ll=55.9498168%2C-3.1900408000000136&z=13,Marvel Cinematic Universe: Location Scout,"""The Vision fights Corvus Glaive on and around St. Giles Cathedral"" - MCU Location Scout"
A3-38,"Wanda Maximoff hört Vision schreien und schleudert Proxima Midnight in das brennende Auto hinein. Sie fliegt daraufhin zum Dach der Kirche hinauf, um Vision zu helfen.","Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",An der St Giles' Cathedral,55.94970323502061,-3.1898979616124827,"Adam Smith Statute,
192 Royal Mile, Edinburgh EH1 1RF, United Kingdom",55.94970323502061,-3.1898979616124827,00:39:26,,Wanda Maximoff/ Proxima Midnight,https://mculocationscout.com/2020/09/16/st-giles-cathedral-scotland-mcu-location-scout/,MCU Location Scout,"""Wanda fights Proxima Midnight below near the statue of Adam Smith"" - MCU Location Scout"
A3-39,"Corvus Glaive versucht gerade Visions Stein aus seiner Stirn zu entfernen, als Wanda auf dem Dach ankommt. Sie schleudert ihn durch ein Fenster in die Kirche hinein.","St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",Auf dem Dach der St Giles' Cathedral,55.94955747048104,-3.1909066950253138,"St Giles' Cathedral,
High St, Edinburgh EH1 1RE, United Kingdom",55.94955747048104,-3.1909066950253138,00:39:33,,Vision/ Corvus Glaive/ Wanda Maximoff,https://www.google.com/maps/d/viewer?mid=1LGydXx6zdu_ZqwjhcmXR1BKf7wo&ll=55.9498168%2C-3.1900408000000136&z=13,Marvel Cinematic Universe: Location Scout,null
A3-40,"Wanda Maximoff und Vision fliegen weg, werden aber  von einem Strahl von Proxima Midnight getroffen. Sie stürzen in den Bahnhof. Captain America, Black Widow und Falcon tauchen auf und verwunden die Aliens, die sich zurückziehen. Die Gruppe fliegt mit dem Jet nach New York.","Waverley Railway Station,
Edinburgh EH1 1BB, United Kingdom",null,55.95193386434913,-3.1895646332899323,"Waverley Railway Station,
Edinburgh EH1 1BB, United Kingdom",55.95193386434913,-3.1895646332899323,00:39:46,2018,Vision/ Wanda Maximoff/ Proxima Midnight/ Corvus Glaive/ Steve Rogers als Captain America/ Sam Wilson als Falcon/ Natascha Romanoff als Black Widow,https://mculocationscout.com/2020/09/16/waverley-railway-station-scotland-mcu-location-scout/,MCU Location Scout,null
A3-41,Rückblende: Gamoras Heimatplanet wird von Thanos und seiner Armee überfallen. Die Hälfte der Bevölkerung wird ausgelöscht. Gamora wird Thanos übergeben. Er schenkt ihr einen Dolch.,"Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Heimatplanet von Gamora,null,null,00:42:21,20??,Gamora (als Kind)/ Thanos,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-42,"Gamora bittet Peter Quill darum, sie zu töten, wenn Thanos sie in die Hände kriegt. Denn sie weiß etwas, was er nicht weiß.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Die Benatar (Schiff der Gurdians of the Galaxy) im All,null,null,00:44:25,2018,Gamora/ Peter Quill/ Drax/ Mantis,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-43,"Die Guardians kommen auf Knowhere an und finden Thanos und den Collector vor. Gamora tötet Thanos, aber es stellt sich heraus, dass es nur eine Illusion war, die Thanos mittels des Realitätssteins erschaffen hat. Peter soll nun Gamora töten. Thanos verschwindet mit Gamora.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Planet Knowhere,null,null,00:47:05,2018,Gamora/ Peter Quill/ Drax/ Mantis/ Thanos/ Tivan,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-44,Im Avengers HQ kommt ein Jet an.,"Am Hudson River in Staatsburg, New York",Am Hudson River in der Nähe der Penny Ln und des Ogden Mills and Ruth Livingston Mills State Parks,41.860619489927224,-73.93288883680499,Avengers HQ von außen,null,null,00:54:03,2018,null,https://mculocationscout.com/2020/08/09/new-avengers-facility-mcu-location-scout/,MCU Location Scout,null
A3-45,"James Rhodes befindet sich in einem Gespräch mit Secretary Ross, der nach Vision fragt. Steve Rogers, Natasha Romanoff, Sam Wilson, Wanda Maximoff und Vision tauchen auf. Bruce sieht die Gruppe zum ersten Mal nach seinem Verschwinden. Die Gruppe bespricht, was zu tun ist.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Im Avengers HQ,null,null,00:54:10,,James Rhodes/ Secretary Ross/ Steve Rogers/ Natascha Romanoff/ Vision/ Wanda Maximoff/ Sam Wilson/ Bruce Banner,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-46,König T'Challa und Okoye bringen Bucky Barnes seinen Metallarm für einen bevorstehenden Kampf.,"Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakanda,null,null,00:58:32,2018,T'Challa/ Okoye/ Bucky Barnes,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-47,"Dr. Strange wird von Ebony Maw gefoltert. Iron Man schießt ein Loch in das Raumschiff und Maw wird rausgesogen. Iron Man und Dr. Strange einigen sich darauf, den Kampf nicht auf der Erde zu führen, sondern wo Thanos ist. Spider-Man wird zum Avengers gekürt. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Donut Raumschiff im All,null,null,00:59:34,2018,Stephen Strange als Dr. Strange/ Ebony Maw/ Tony Stark als Iron Man/ Peter Parker als Spider-Man,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-48,Thanos foltert Nebula vor Gamoras Augen. Sie kann das nicht ertragen und verrät Thanos den Ort des Seelenstein: Vormir.,"Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Thanos Raumschiff im All,null,null,01:05:05,2018,Gamora/ Thanos,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-49,"Thor, Rocket und Groot sind auf dem Weg nach Nivadellir. Rocket gibt Thor ein Auge. Als sie sich Nivadellir nähern, bemerken sie, dass der Stern dunkel ist.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Die Benatar (Schiff der Gurdians of the Galaxy) im All,null,null,01:10:51,2018,Rocket/ Groot/ Thor,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-50,"Thor, Rocket und Groot kommen auf Nivadellir an. Eitri, der Schmied, erzählt, dass er Thanos den Handschuh angefertigt hat, um die Zwerge zu beschützen. Thanos hat dennoch alle getötet.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Nivadellir,null,null,01:14:54,2018,Rocket/ Groot/ Thor/ Eitri,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-51,"Nebula schafft es, zu flüchten. Sie schickt eine Nachricht an Mantis, sie auf Titan zu treffen.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Thanos Raumschiff im All,null,null,01:17:05,2018,Nebula,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-52,"Dr. Strange, Iron Man und Spider-Man stürzen mit dem Donut Raumschiff auf Titan ab. Sie werden von Peter Quill, Drax und Mantis überrascht. Sie halten sich zunächst für Feinde, merken dann, dass sie alle hinter Thanos her sind. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Titan,null,null,01:17:50,2018,Stephen Strange als Dr. Strange/ Tony Stark als Iron Man/ Peter Parker als Spider-Man/ Peter Quill/ Drax/ Mantis,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-53,"Eitri erklärt, dass sie die Schmiede in Gang setzen müssen.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Nivadellir,null,null,01:21:02,2018,Thor/ Rocket/ Groot/ Eitri,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-54,"Während sich die Gruppe auf Titan nicht auf einen Plan einigen können, hat Dr. Strange sich verschiedene Versionen der Zukunft des kommenden Kampfes angeschaut. Nur in einer Zukunft haben sie gewinnen können. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Titan,null,null,01:21:52,2018,Peter Quill/ Tony Stark als Iron Man/ Peter Parker als Spider-Man/ Drax/ Mantis/ Stephen Strange als Dr. Strange,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-55A,"Thanos und Gamora sind auf Vormir. Thanos opfert Gamora, um den Seelenstein zu erhalten. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Vormir,null,null,01:24:12,2018,Thanos/ Gamora,https://mculocationscout.com/2020/09/16/vormir-mcu-location-scout/,MCU Location Scout,"Hintergrundbilder wurden in Brasilien gedreht. Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-55B,"Thanos und Gamora sind auf Vormir. Thanos opfert Gamora, um den Seelenstein zu erhalten. ","Parque Nacional dos Lençóis Maranhenses, Barreirinhas - State of Maranhão, 65590-000, Brazil",Ausgedehntes Dünengebiet und Nationalpark im Norden Brasiliens,-2.491042553910883,-43.10759315836172,Vormir,null,null,01:24:12,2018,Thanos/ Gamora,null,null,Hintergrund
A3-56,Die Avengers treffen in Wakanda ein. T'Challa sichert den Avengers die Unterstützung seiner Armeen und von Bucky Barnes zu. Shuri untersucht Visions Stein. Okoye meldet Eindringlinge in der Erdatmosphäre. Raumschiffe stürzen auf Wakanda ab. ,"Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Wakanda,null,null,01:31:06,2018,Steve Rogers/ Natascha Romanoff/ Sam Wilson/ Wanda Maximoff/ Vision/Bruce Banner/ T'Challa/ Okoye/ Shuri,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-57,"Thor schafft es, den Stern wieder zu erwecken, aber die Mechanik funktioniert noch nicht ganz. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Nivadellir,null,null,01:34:39,2018,Thor/ Rocket/ Eitri,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-58,Die Avengers auf der Erde machen sich bereit zum Kampf gegen die Armee von Thanos. Proxima Midnight und Cull Obsidian schicken eine Armee an Aliens los. T'Challa öffnet die Kuppel und der Kampf beginnt. Shuri operiert währenddessen an Visions Stein. ,"Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:36:49,2018,Natascha Romanoff als Black Widow/ Bruce Banner/Steve Rogers als Captain America/ Okoye/ James Rhodes als War Machine/ Proxima Midnight/ Cull Obsidian/ T'Challa/ Bucky Barnes als Winter Soldier/ Sam Wilson als Falcon,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-59,Die Alien Armee wird vom Raumschiff abgeladen. Sie landen im Wald Wakandas.,"Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,01:38:46,2018,Thanos Armee (Aliens),https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-60,"Thor hält die Öffnung zum Stern offen, damit das Metall für seinen Hammer schmilzt. Er bekommt den Strahl des Sterns ab und wird bewusstlos. Um Thor zu retten, muss der Hammer fertiggestellt werden. Eitri findet den Griff nicht. Groot erzeugt einen Griff. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Nivadellir,null,null,01:41:58,2018,Thor/ Eitri/ Rocket/ Groot,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-61,"Der Kampf gegen die Aliens scheint aussichtslos zu sein. Plötzlich erscheinen Thor mit seinem neuen Hammer, Rocket und Groot. Es gibt wieder Hoffnung. ","Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:44:31,2018,Bruce Banner/ Bucky Barnes als Winter Soldier/ T'Challa als Black Panther/ Steve Rogers als Captain America/ James Rhodes als War Machine/ Thor/ Rocket/ Groot,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-62,"Die Gruppe auf Titan nimmt es mit Thanos auf. Mantis bringt Thanos kurzzeitig zum schlafen. Spider-Man und Iron Man schaffen es beinahe, ihm den Handschuh auszuziehen. Als Peter Quill erfährt, dass er Gamora getötet hat, verliert er die Fassung und Thanos erwacht. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Titan,null,null,01:45:56,2018,Thanos/ Stephen Strange als Dr. Strange/ Peter Quill/ Peter Parker als Spider-Man/ Drax/ Tony Stark als Iron Man/ Nebula/ Mantis,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-63,Shuri operiert weiterhin an Vision. ,"Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Wakanda,null,null,01:53:02,2018,Vision/ Wanda Maximoff/ Shuri,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-64,Der Black Panther setzt Cull Obsidian außer Gefecht. Rocket und Winter Soldier machen Bekanntschaft sowie Captain America und Groot.,"Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:53:10,2018,Obsidian Cull/ T'Challa als Black Panther/ Rocket/ Bucky Barnes als Winter Soldier/ Thor/ Steve Rogers als Captain America/ Groot,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-65,"Wanda Maximoff sieht aus dem Fenster und sieht, dass riesige Schaufelräder auftauchen. ","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Wakanda,null,null,01:53:59,2018,Shuri/ Wanda Maximoff/ Vision,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-66,"Die Schaufelräder schießen aus der Erden. Wanda rettet in letzter Sekunde Okoye und Black Widow, indem sie die Schaufelräder aufhält. Proxima Midnight informiert Corvus Glaive, dass Wanda auf dem Schlachtfeld ist und Vision angreifen kann.","Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:54:15,2018,T'Challa/ Wanda Maximoff/ James Rhodes als War Machine/ Sam Wilson als Falcon/ Natascha Romanoff als Black Widow/ Okoye/ Proxima Midnight,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-67,Corvus Glaive dringt ins Gebäude ein. Shuri muss die Operation abbrechen. Glaive und Vision fallen beide aus dem Fenster. ,"Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Wakandas Wald,null,null,01:55:03,2018,Corvus Glaive/ Shuri/ Vision,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
A3-68,"Der Falcon macht die Avengers auf Vision aufmerksam. Als Wanda Maximoff zu ihm eilen will, wird sie von Proxima Midnight angegriffen. Black Widow und Okoye verteidigen sie.","Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:55:35,2018,Sam Wilson als Falcon/ Steve Rogers als Captain America/ Bruce Banner/ Wanda Maximoff/ Proxima Midnight/ Natascha Romanoff als Black Widow/ Okoye,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-69,Vision und Corvus Glaive landen im Wald. Bruce Banner eilt Vision zu Hilfe. ,"Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,01:56:11,2018,Vision/ Corvus Glaive/ Cull Obsidian/ Bruce Banner,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-70,"Bruce Banner kämpft im Iron Man Anzug gegen Cull Obsidian. Er versucht, sich vergeblich in den Hulk zu verwandeln. Bruce befördert Cull Obsidian in den Himmel, wo er gegen die Kuppel stößt und explodiert.","Hurricane Falls,
Tallulah Falls, GA 30573",Der Wasserfall befindet sich in der Nähe des Tallulah Gorge Rim Trail,34.73861367433967,-83.39103930953331,Wakandas Wald an einem Wasserfall,null,null,01:56:28,2018,Bruce Banner/ Cull Obsidian,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-71,Proxima Midnight kämpft weiterhin gegen Okoye und Black Widow.,"Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:57:28,2018,Okoye/ Natascha Romanoff als Black Widow/ Proxima Midnight,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-72,"Vision wird von Corvus Glaive in den Bauch gestochen. Captain America erscheint und befiehlt Vision, zu verschwinden.","Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,01:57:37,2018,Vision/ Corvus Glaive/ Steve Rogers als Captain America,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-73,Proxima Midnight führt in dem Kampf gegen Black Widow. Wanda befördert Midnight mit ihren Kräften gegen ein vorbeirollendes Schaufelrad und wird zermalmt.,"Grasfläche zwischen Chattahoochee Fluss und Browns Lake Road, Fairburn, GA 30213",Offene und freie Grasfläche in der Nähe von Bouckaert Farms in Fairburn und des Chattahoochee Flusses.,33.638830945176984,-84.72000146229287,Wakandas offene Grasfläche,null,null,01:57:59,2018,Natascha Romanoff als Black Widow/ Proxima Midnight/ Wanda Maximoff/ Okoye,https://mculocationscout.com/2020/09/16/battle-plain-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-74,"Corvus Glaive droht Captain America zu ersticken, als Vision mit seiner letzten Kraft Glaive von hinten aufspießt. ","Tallulah Gorge State Park, 
338 Jane Hurt Yarn Rd, Tallulah Falls, GA 30573",null,34.74272405077744,-83.39647325070196,Wakandas Wald,null,null,01:58:19,2018,Vision/ Corvus Glaive/ Steve Rogers als Captain America,https://mculocationscout.com/2020/09/16/forest-waterfall-wakanda-mcu-location-scout/,MCU Location Scout,null
A3-75,"Dr. Strange und Thanos liefern sich ein Gefecht. Iron Man nimmt es mit Thanos auf. Tony wird von ihm mit einem Dolch in den Leib gestochen. Thanos ist gerade dabei Tony zu töten, als Dr. Strange anbietet, ihm den Stein zu geben, wenn er Tony verschont.","Trilith Studios,
461 Sandy Creek Road
Fayetteville, Georgia 30214","Amerikanisches Film- und Fernsehproduktionsstudio südlich von Atlanta in Fayette County, Georgia. Ehemals Pinewood Atlanta Studios.",33.47312809304286,-84.51253281451417,Titan,null,null,01:58:51,2018,Peter Parker als Spider-Man/ Mantis/ Drax/ Thanos/ Stephen Strange als Dr. Strange/ Tony Stark als Iron Man/ Peter Quill,null,null,"Keine Gewähr auf Richtigkeit, dass dies in den Trilith Studios gedreht wurde."
